loan_to_income_ratio,loan_to_income_band
0.25,Moderate Ratio
0.05,Low Ratio
0.3,Moderate Ratio
0.1,Moderate Ratio
0.05,Low Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.28,Moderate Ratio
0.12,Moderate Ratio
250.0,High Ratio
0.08,Low Ratio
0.07,Low Ratio
0.13,Moderate Ratio
71.43,High Ratio
0.09,Low Ratio
0.09,Low Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.24,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.11,Moderate Ratio
505.21,High Ratio
153.85,High Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
38.71,High Ratio
0.23,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
256.41,High Ratio
0.11,Moderate Ratio
0.15,Moderate Ratio
0.1,Low Ratio
0.16,Moderate Ratio
0.2,Moderate Ratio
0.1,Low Ratio
0.12,Moderate Ratio
200.0,High Ratio
0.24,Moderate Ratio
0.1,Low Ratio
0.23,Moderate Ratio
142.86,High Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.24,Moderate Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.41,High Ratio
0.23,Moderate Ratio
0.21,Moderate Ratio
0.09,Low Ratio
0.16,Moderate Ratio
0.27,Moderate Ratio
0.34,High Ratio
0.08,Low Ratio
185.19,High Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
189.47,High Ratio
0.05,Low Ratio
0.08,Low Ratio
153.85,High Ratio
0.3,Moderate Ratio
117.65,High Ratio
0.23,Moderate Ratio
0.04,Low Ratio
0.15,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.32,High Ratio
0.07,Low Ratio
0.13,Moderate Ratio
0.24,Moderate Ratio
0.13,Moderate Ratio
0.33,High Ratio
0.14,Moderate Ratio
0.24,Moderate Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.01,Low Ratio
114.29,High Ratio
0.27,Moderate Ratio
412.37,High Ratio
0.06,Low Ratio
0.13,Moderate Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.05,Low Ratio
0.09,Low Ratio
0.23,Moderate Ratio
0.06,Low Ratio
0.34,High Ratio
0.04,Low Ratio
0.16,Moderate Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.2,Moderate Ratio
0.05,Low Ratio
0.05,Low Ratio
0.29,Moderate Ratio
0.11,Moderate Ratio
0.03,Low Ratio
120.0,High Ratio
0.32,High Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.06,Low Ratio
0.05,Low Ratio
0.36,High Ratio
0.02,Low Ratio
0.11,Moderate Ratio
0.03,Low Ratio
170.0,High Ratio
0.14,Moderate Ratio
200.0,High Ratio
60.0,High Ratio
0.28,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.25,Moderate Ratio
0.42,High Ratio
0.08,Low Ratio
0.03,Low Ratio
0.23,Moderate Ratio
0.31,High Ratio
150.0,High Ratio
0.2,Moderate Ratio
77.78,High Ratio
0.25,Moderate Ratio
0.17,Moderate Ratio
0.07,Low Ratio
0.19,Moderate Ratio
37.5,High Ratio
0.05,Low Ratio
58.18,High Ratio
0.43,High Ratio
0.27,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.15,Moderate Ratio
0.03,Low Ratio
0.41,High Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.04,Low Ratio
0.4,High Ratio
97.56,High Ratio
0.23,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.07,Low Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.05,Low Ratio
0.38,High Ratio
0.32,High Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.07,Low Ratio
0.11,Moderate Ratio
200.0,High Ratio
0.34,High Ratio
0.04,Low Ratio
73.53,High Ratio
0.08,Low Ratio
0.07,Low Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.16,Moderate Ratio
0.29,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
250.0,High Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.06,Low Ratio
0.1,Moderate Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.19,Moderate Ratio
0.2,Moderate Ratio
0.32,High Ratio
0.11,Moderate Ratio
0.37,High Ratio
0.23,Moderate Ratio
0.19,Moderate Ratio
0.17,Moderate Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.21,Moderate Ratio
120.0,High Ratio
0.27,Moderate Ratio
40.0,High Ratio
0.05,Low Ratio
0.28,Moderate Ratio
0.07,Low Ratio
0.23,Moderate Ratio
0.28,Moderate Ratio
0.2,Moderate Ratio
0.03,Low Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.3,Moderate Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
200.0,High Ratio
0.19,Moderate Ratio
0.24,Moderate Ratio
0.06,Low Ratio
197.07,High Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.19,Moderate Ratio
83.33,High Ratio
0.26,Moderate Ratio
0.1,Moderate Ratio
0.29,Moderate Ratio
0.17,Moderate Ratio
133.33,High Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.21,Moderate Ratio
0.08,Low Ratio
260.0,High Ratio
0.12,Moderate Ratio
0.2,Moderate Ratio
0.16,Moderate Ratio
0.03,Low Ratio
0.25,Moderate Ratio
0.3,High Ratio
0.05,Low Ratio
0.31,High Ratio
0.14,Moderate Ratio
0.24,Moderate Ratio
52.17,High Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.22,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.4,High Ratio
0.1,Moderate Ratio
0.18,Moderate Ratio
0.17,Moderate Ratio
0.42,High Ratio
0.27,Moderate Ratio
0.41,High Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.08,Low Ratio
291.89,High Ratio
0.06,Low Ratio
0.22,Moderate Ratio
194.44,High Ratio
0.03,Low Ratio
0.11,Moderate Ratio
0.05,Low Ratio
166.67,High Ratio
0.12,Moderate Ratio
200.0,High Ratio
0.15,Moderate Ratio
0.24,Moderate Ratio
0.35,High Ratio
0.1,Moderate Ratio
181.82,High Ratio
50.53,High Ratio
0.4,High Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
0.18,Moderate Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.06,Low Ratio
0.16,Moderate Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.04,Low Ratio
0.31,High Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.21,Moderate Ratio
0.32,High Ratio
0.19,Moderate Ratio
0.13,Moderate Ratio
0.14,Moderate Ratio
0.15,Moderate Ratio
0.15,Moderate Ratio
0.28,Moderate Ratio
297.62,High Ratio
0.04,Low Ratio
0.3,Moderate Ratio
237.29,High Ratio
0.25,Moderate Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.28,Moderate Ratio
0.33,High Ratio
0.13,Moderate Ratio
0.33,High Ratio
0.29,Moderate Ratio
0.15,Moderate Ratio
0.33,High Ratio
221.05,High Ratio
0.21,Moderate Ratio
0.1,Moderate Ratio
0.16,Moderate Ratio
0.28,Moderate Ratio
0.06,Low Ratio
0.14,Moderate Ratio
0.33,High Ratio
0.12,Moderate Ratio
0.25,Moderate Ratio
0.3,High Ratio
0.39,High Ratio
0.32,High Ratio
0.39,High Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.26,Moderate Ratio
0.03,Low Ratio
0.33,High Ratio
0.4,High Ratio
0.04,Low Ratio
0.1,Moderate Ratio
0.4,High Ratio
0.18,Moderate Ratio
0.19,Moderate Ratio
0.03,Low Ratio
0.11,Moderate Ratio
14.0,High Ratio
0.08,Low Ratio
0.03,Low Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.03,Low Ratio
0.09,Low Ratio
0.18,Moderate Ratio
0.22,Moderate Ratio
336.0,High Ratio
107.91,High Ratio
0.08,Low Ratio
0.22,Moderate Ratio
0.05,Low Ratio
0.15,Moderate Ratio
121.33,High Ratio
0.03,Low Ratio
0.15,Moderate Ratio
0.25,Moderate Ratio
0.06,Low Ratio
0.06,Low Ratio
0.03,Low Ratio
0.21,Moderate Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.07,Low Ratio
0.15,Moderate Ratio
0.23,Moderate Ratio
0.35,High Ratio
0.25,Moderate Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.09,Low Ratio
0.26,Moderate Ratio
0.18,Moderate Ratio
0.15,Moderate Ratio
0.06,Low Ratio
180.04,High Ratio
0.1,Moderate Ratio
0.17,Moderate Ratio
0.35,High Ratio
0.12,Moderate Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
400.0,High Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.18,Moderate Ratio
0.05,Low Ratio
0.38,High Ratio
0.4,High Ratio
0.08,Low Ratio
0.19,Moderate Ratio
0.06,Low Ratio
0.16,Moderate Ratio
0.15,Moderate Ratio
0.04,Low Ratio
200.0,High Ratio
0.28,Moderate Ratio
38.46,High Ratio
0.1,Low Ratio
0.2,Moderate Ratio
0.33,High Ratio
0.18,Moderate Ratio
0.02,Low Ratio
0.25,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.09,Low Ratio
88.89,High Ratio
0.01,Low Ratio
0.34,High Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
0.28,Moderate Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.07,Low Ratio
0.25,Moderate Ratio
0.17,Moderate Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.13,Moderate Ratio
204.44,High Ratio
0.22,Moderate Ratio
0.16,Moderate Ratio
0.18,Moderate Ratio
0.06,Low Ratio
0.1,Low Ratio
0.1,Moderate Ratio
0.04,Low Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
0.2,Moderate Ratio
0.15,Moderate Ratio
0.13,Moderate Ratio
0.29,Moderate Ratio
0.32,High Ratio
0.22,Moderate Ratio
0.14,Moderate Ratio
0.43,High Ratio
0.07,Low Ratio
0.27,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.28,Moderate Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.18,Moderate Ratio
0.16,Moderate Ratio
0.43,High Ratio
0.19,Moderate Ratio
0.02,Low Ratio
0.24,Moderate Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.28,Moderate Ratio
0.17,Moderate Ratio
0.09,Low Ratio
0.12,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.22,Moderate Ratio
0.18,Moderate Ratio
0.44,High Ratio
0.29,Moderate Ratio
0.12,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.22,Moderate Ratio
0.2,Moderate Ratio
0.33,High Ratio
0.23,Moderate Ratio
0.19,Moderate Ratio
0.42,High Ratio
0.07,Low Ratio
0.09,Low Ratio
0.07,Low Ratio
0.12,Moderate Ratio
62.5,High Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.11,Moderate Ratio
0.09,Low Ratio
0.25,Moderate Ratio
0.04,Low Ratio
0.06,Low Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.05,Low Ratio
0.22,Moderate Ratio
0.28,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
105.0,High Ratio
0.07,Low Ratio
0.13,Moderate Ratio
125.0,High Ratio
0.06,Low Ratio
0.05,Low Ratio
0.06,Low Ratio
0.36,High Ratio
0.04,Low Ratio
0.17,Moderate Ratio
50.0,High Ratio
0.2,Moderate Ratio
0.17,Moderate Ratio
0.5,High Ratio
0.11,Moderate Ratio
0.04,Low Ratio
0.33,High Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.23,Moderate Ratio
0.09,Low Ratio
0.17,Moderate Ratio
0.23,Moderate Ratio
0.25,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.14,Moderate Ratio
0.07,Low Ratio
0.42,High Ratio
0.05,Low Ratio
0.21,Moderate Ratio
0.08,Low Ratio
0.38,High Ratio
0.09,Low Ratio
0.09,Low Ratio
0.4,High Ratio
0.17,Moderate Ratio
0.05,Low Ratio
0.06,Low Ratio
0.21,Moderate Ratio
0.16,Moderate Ratio
0.3,Moderate Ratio
0.1,Moderate Ratio
0.27,Moderate Ratio
0.09,Low Ratio
0.04,Low Ratio
0.16,Moderate Ratio
0.29,Moderate Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.19,Moderate Ratio
0.18,Moderate Ratio
0.1,Moderate Ratio
0.26,Moderate Ratio
0.16,Moderate Ratio
0.2,Moderate Ratio
0.09,Low Ratio
0.11,Moderate Ratio
0.09,Low Ratio
0.2,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.15,Moderate Ratio
0.08,Low Ratio
0.18,Moderate Ratio
0.2,Moderate Ratio
0.18,Moderate Ratio
0.16,Moderate Ratio
0.24,Moderate Ratio
0.11,Moderate Ratio
0.08,Low Ratio
127.66,High Ratio
0.38,High Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.33,High Ratio
0.34,High Ratio
0.12,Moderate Ratio
0.04,Low Ratio
0.44,High Ratio
0.27,Moderate Ratio
0.13,Moderate Ratio
0.06,Low Ratio
208.33,High Ratio
0.06,Low Ratio
0.5,High Ratio
0.04,Low Ratio
0.21,Moderate Ratio
0.03,Low Ratio
0.06,Low Ratio
0.07,Low Ratio
0.42,High Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.33,High Ratio
0.21,Moderate Ratio
0.09,Low Ratio
0.1,Moderate Ratio
0.29,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.08,Low Ratio
0.23,Moderate Ratio
0.24,Moderate Ratio
0.2,Moderate Ratio
0.33,High Ratio
0.07,Low Ratio
0.13,Moderate Ratio
128.57,High Ratio
0.08,Low Ratio
0.25,Moderate Ratio
0.1,Moderate Ratio
0.1,Moderate Ratio
0.05,Low Ratio
0.43,High Ratio
0.22,Moderate Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.22,Moderate Ratio
0.12,Moderate Ratio
96.0,High Ratio
0.29,Moderate Ratio
0.06,Low Ratio
0.22,Moderate Ratio
0.1,Moderate Ratio
0.31,High Ratio
0.37,High Ratio
0.25,Moderate Ratio
0.4,High Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.12,Moderate Ratio
0.04,Low Ratio
0.17,Moderate Ratio
0.1,Moderate Ratio
0.25,Moderate Ratio
0.12,Moderate Ratio
0.13,Moderate Ratio
0.2,Moderate Ratio
0.38,High Ratio
0.03,Low Ratio
0.16,Moderate Ratio
0.09,Low Ratio
243.24,High Ratio
0.08,Low Ratio
0.2,Moderate Ratio
0.03,Low Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.26,Moderate Ratio
0.42,High Ratio
0.04,Low Ratio
0.18,Moderate Ratio
0.07,Low Ratio
111.11,High Ratio
0.15,Moderate Ratio
0.06,Low Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.17,Moderate Ratio
0.02,Low Ratio
0.12,Moderate Ratio
0.04,Low Ratio
0.12,Moderate Ratio
0.05,Low Ratio
0.17,Moderate Ratio
0.12,Moderate Ratio
167.39,High Ratio
0.23,Moderate Ratio
0.2,Moderate Ratio
0.05,Low Ratio
0.11,Moderate Ratio
0.33,High Ratio
0.3,Moderate Ratio
0.01,Low Ratio
0.08,Low Ratio
0.26,Moderate Ratio
0.06,Low Ratio
0.1,Low Ratio
266.67,High Ratio
0.05,Low Ratio
0.27,Moderate Ratio
0.12,Moderate Ratio
0.2,Moderate Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.2,Moderate Ratio
0.03,Low Ratio
0.33,High Ratio
0.15,Moderate Ratio
0.36,High Ratio
0.17,Moderate Ratio
0.03,Low Ratio
0.25,Moderate Ratio
0.15,Moderate Ratio
38.04,High Ratio
0.08,Low Ratio
166.67,High Ratio
0.2,Moderate Ratio
0.03,Low Ratio
0.15,Moderate Ratio
0.07,Low Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
111.11,High Ratio
300.0,High Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.12,Moderate Ratio
0.41,High Ratio
0.14,Moderate Ratio
0.24,Moderate Ratio
200.0,High Ratio
0.23,Moderate Ratio
0.17,Moderate Ratio
0.15,Moderate Ratio
0.14,Moderate Ratio
0.09,Low Ratio
0.1,Moderate Ratio
0.23,Moderate Ratio
0.17,Moderate Ratio
0.21,Moderate Ratio
0.27,Moderate Ratio
0.04,Low Ratio
0.29,Moderate Ratio
0.31,High Ratio
0.11,Moderate Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
25.0,High Ratio
0.1,Moderate Ratio
0.11,Moderate Ratio
0.16,Moderate Ratio
111.11,High Ratio
0.32,High Ratio
0.01,Low Ratio
0.12,Moderate Ratio
0.2,Moderate Ratio
0.06,Low Ratio
0.2,Moderate Ratio
0.14,Moderate Ratio
75.0,High Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.05,Low Ratio
0.29,Moderate Ratio
0.17,Moderate Ratio
0.04,Low Ratio
0.19,Moderate Ratio
0.18,Moderate Ratio
0.07,Low Ratio
0.23,Moderate Ratio
0.23,Moderate Ratio
104.17,High Ratio
0.09,Low Ratio
0.22,Moderate Ratio
0.27,Moderate Ratio
0.03,Low Ratio
0.4,High Ratio
0.09,Low Ratio
0.25,Moderate Ratio
0.19,Moderate Ratio
0.11,Moderate Ratio
0.03,Low Ratio
28.57,High Ratio
0.11,Moderate Ratio
48.0,High Ratio
0.3,Moderate Ratio
0.1,Moderate Ratio
0.12,Moderate Ratio
0.11,Moderate Ratio
0.1,Low Ratio
0.03,Low Ratio
124.44,High Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.09,Low Ratio
0.14,Moderate Ratio
0.17,Moderate Ratio
0.29,Moderate Ratio
0.04,Low Ratio
0.2,Moderate Ratio
0.25,Moderate Ratio
0.2,Moderate Ratio
0.22,Moderate Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
0.27,Moderate Ratio
0.06,Low Ratio
222.22,High Ratio
0.11,Moderate Ratio
300.0,High Ratio
0.26,Moderate Ratio
0.3,Moderate Ratio
0.05,Low Ratio
0.33,High Ratio
0.04,Low Ratio
0.03,Low Ratio
0.08,Low Ratio
130.0,High Ratio
0.17,Moderate Ratio
0.17,Moderate Ratio
344.83,High Ratio
133.33,High Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.19,Moderate Ratio
0.4,High Ratio
0.4,High Ratio
0.31,High Ratio
0.36,High Ratio
0.08,Low Ratio
320.05,High Ratio
0.18,Moderate Ratio
0.17,Moderate Ratio
0.24,Moderate Ratio
0.08,Low Ratio
0.35,High Ratio
225.69,High Ratio
0.15,Moderate Ratio
0.16,Moderate Ratio
0.08,Low Ratio
0.11,Moderate Ratio
0.2,Moderate Ratio
0.19,Moderate Ratio
0.12,Moderate Ratio
80.0,High Ratio
0.15,Moderate Ratio
0.05,Low Ratio
0.12,Moderate Ratio
0.1,Low Ratio
133.33,High Ratio
0.33,High Ratio
0.07,Low Ratio
0.43,High Ratio
0.17,Moderate Ratio
110.06,High Ratio
0.15,Moderate Ratio
0.28,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.17,Moderate Ratio
0.21,Moderate Ratio
277.78,High Ratio
0.25,Moderate Ratio
0.14,Moderate Ratio
0.01,Low Ratio
0.15,Moderate Ratio
0.3,Moderate Ratio
0.12,Moderate Ratio
0.14,Moderate Ratio
0.2,Moderate Ratio
0.14,Moderate Ratio
0.08,Low Ratio
0.1,Moderate Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.32,High Ratio
0.1,Moderate Ratio
0.28,Moderate Ratio
0.2,Moderate Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.38,High Ratio
0.04,Low Ratio
0.27,Moderate Ratio
0.01,Low Ratio
0.09,Low Ratio
0.28,Moderate Ratio
0.05,Low Ratio
0.1,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.33,High Ratio
0.1,Moderate Ratio
0.28,Moderate Ratio
0.3,Moderate Ratio
0.22,Moderate Ratio
0.24,Moderate Ratio
0.08,Low Ratio
0.15,Moderate Ratio
0.11,Moderate Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.19,Moderate Ratio
0.05,Low Ratio
0.45,High Ratio
40.0,High Ratio
163.64,High Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
186.67,High Ratio
0.16,Moderate Ratio
0.27,Moderate Ratio
0.07,Low Ratio
34.09,High Ratio
0.21,Moderate Ratio
0.07,Low Ratio
0.36,High Ratio
127.66,High Ratio
0.05,Low Ratio
0.25,Moderate Ratio
0.11,Moderate Ratio
0.1,Low Ratio
0.15,Moderate Ratio
0.16,Moderate Ratio
0.38,High Ratio
0.08,Low Ratio
0.06,Low Ratio
0.35,High Ratio
0.42,High Ratio
0.07,Low Ratio
0.04,Low Ratio
0.44,High Ratio
0.35,High Ratio
0.04,Low Ratio
0.1,Moderate Ratio
0.06,Low Ratio
0.44,High Ratio
0.09,Low Ratio
119.05,High Ratio
0.21,Moderate Ratio
0.2,Moderate Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.19,Moderate Ratio
0.27,Moderate Ratio
0.02,Low Ratio
0.09,Low Ratio
0.03,Low Ratio
0.16,Moderate Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.16,Moderate Ratio
0.15,Moderate Ratio
0.12,Moderate Ratio
0.07,Low Ratio
0.11,Moderate Ratio
22.76,High Ratio
0.22,Moderate Ratio
0.13,Moderate Ratio
0.04,Low Ratio
0.12,Moderate Ratio
0.06,Low Ratio
0.02,Low Ratio
0.11,Moderate Ratio
0.18,Moderate Ratio
0.08,Low Ratio
0.08,Low Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.06,Low Ratio
0.27,Moderate Ratio
0.13,Moderate Ratio
180.0,High Ratio
0.13,Moderate Ratio
0.21,Moderate Ratio
0.48,High Ratio
0.18,Moderate Ratio
0.04,Low Ratio
0.17,Moderate Ratio
0.04,Low Ratio
0.14,Moderate Ratio
0.13,Moderate Ratio
0.35,High Ratio
0.04,Low Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.07,Low Ratio
0.25,Moderate Ratio
0.09,Low Ratio
0.25,Moderate Ratio
216.67,High Ratio
200.0,High Ratio
0.19,Moderate Ratio
192.31,High Ratio
0.1,Low Ratio
0.16,Moderate Ratio
0.09,Low Ratio
0.14,Moderate Ratio
173.91,High Ratio
0.09,Low Ratio
0.13,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
0.01,Low Ratio
0.09,Low Ratio
0.3,Moderate Ratio
0.13,Moderate Ratio
142.86,High Ratio
0.29,Moderate Ratio
0.16,Moderate Ratio
0.06,Low Ratio
0.27,Moderate Ratio
0.15,Moderate Ratio
184.62,High Ratio
31.01,High Ratio
0.08,Low Ratio
120.69,High Ratio
0.25,Moderate Ratio
0.21,Moderate Ratio
0.15,Moderate Ratio
0.3,Moderate Ratio
0.11,Moderate Ratio
147.06,High Ratio
0.11,Moderate Ratio
0.24,Moderate Ratio
166.67,High Ratio
0.08,Low Ratio
0.31,High Ratio
0.33,High Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.3,Moderate Ratio
0.1,Moderate Ratio
0.07,Low Ratio
0.17,Moderate Ratio
0.06,Low Ratio
0.25,Moderate Ratio
171.43,High Ratio
0.23,Moderate Ratio
71.43,High Ratio
0.12,Moderate Ratio
0.18,Moderate Ratio
0.15,Moderate Ratio
0.17,Moderate Ratio
125.0,High Ratio
0.23,Moderate Ratio
0.27,Moderate Ratio
0.08,Low Ratio
0.16,Moderate Ratio
106.67,High Ratio
0.2,Moderate Ratio
0.33,High Ratio
0.33,High Ratio
0.1,Low Ratio
0.17,Moderate Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.1,Moderate Ratio
0.14,Moderate Ratio
0.12,Moderate Ratio
0.43,High Ratio
0.11,Moderate Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.13,Moderate Ratio
0.11,Moderate Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.09,Low Ratio
0.06,Low Ratio
0.2,Moderate Ratio
104.17,High Ratio
0.3,High Ratio
0.1,Moderate Ratio
0.06,Low Ratio
142.86,High Ratio
0.1,Low Ratio
0.23,Moderate Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.06,Low Ratio
0.38,High Ratio
0.13,Moderate Ratio
0.07,Low Ratio
0.39,High Ratio
0.04,Low Ratio
0.21,Moderate Ratio
0.12,Moderate Ratio
136.36,High Ratio
0.12,Moderate Ratio
0.03,Low Ratio
0.05,Low Ratio
0.13,Moderate Ratio
0.23,Moderate Ratio
0.11,Moderate Ratio
0.06,Low Ratio
0.27,Moderate Ratio
0.27,Moderate Ratio
0.15,Moderate Ratio
0.09,Low Ratio
0.07,Low Ratio
0.25,Moderate Ratio
0.28,Moderate Ratio
0.22,Moderate Ratio
0.38,High Ratio
0.08,Low Ratio
100.0,High Ratio
0.03,Low Ratio
200.0,High Ratio
0.08,Low Ratio
0.3,High Ratio
174.34,High Ratio
0.11,Moderate Ratio
0.12,Moderate Ratio
0.16,Moderate Ratio
0.07,Low Ratio
0.2,Moderate Ratio
0.07,Low Ratio
0.31,High Ratio
0.1,Moderate Ratio
0.13,Moderate Ratio
0.1,Moderate Ratio
0.19,Moderate Ratio
0.1,Moderate Ratio
0.18,Moderate Ratio
0.19,Moderate Ratio
0.28,Moderate Ratio
0.17,Moderate Ratio
0.1,Low Ratio
0.11,Moderate Ratio
0.17,Moderate Ratio
0.31,High Ratio
0.22,Moderate Ratio
0.1,Moderate Ratio
0.16,Moderate Ratio
0.14,Moderate Ratio
0.25,Moderate Ratio
0.4,High Ratio
0.27,Moderate Ratio
68.09,High Ratio
0.08,Low Ratio
0.14,Moderate Ratio
